URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCES,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUN,AVG WORD LENGTH
https://insights.blackcoffer.com/rise-of-internet-demand-and-its-impact-on-communications-and-alternatives-by-the-year-2035/,65.0,18.0,0.5662650534184933,0.0582456139942136,31.693877551020407,0.3032839665164198,12.798864607014732,31.693877551020407,471.0,1553.0,1.9162910495814554,73.0,5.463618802318094
https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-3-2/,79.0,22.0,0.564356430055877,0.06069711534813875,32.089285714285715,0.3183082915971063,12.963037602353129,32.089285714285715,572.0,1797.0,2.022259321090707,15.0,5.292710072342794
https://insights.blackcoffer.com/rise-of-e-health-and-its-impact-on-humans-by-the-year-2030/,41.0,13.0,0.5185185089163239,0.08866995059331699,34.31578947368421,0.3205521472392638,13.85453664836939,34.31578947368421,209.0,652.0,1.99079754601227,5.0,5.21319018404908
https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030-2/,25.0,27.0,-0.03846153772189351,0.04727272722975206,19.07936507936508,0.2545757071547421,7.733576314607929,19.07936507936508,306.0,1202.0,1.7312811980033278,22.0,4.8777038269550745
https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2/,43.0,27.0,0.2285714253061225,0.05627009641778931,29.217391304347824,0.28794642857142855,11.802135093167701,29.217391304347824,387.0,1344.0,1.8683035714285714,22.0,5.165922619047619
https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2-2/,43.0,27.0,0.2285714253061225,0.05627009641778931,29.217391304347824,0.28794642857142855,11.802135093167701,29.217391304347824,387.0,1344.0,1.8683035714285714,22.0,5.165922619047619
https://insights.blackcoffer.com/rise-of-chatbots-and-its-impact-on-customer-support-by-the-year-2040/,51.0,12.0,0.6190476092214665,0.05431034478076694,28.0,0.2761904761904762,11.31047619047619,28.0,348.0,1260.0,1.8428571428571427,22.0,5.162698412698413
https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030/,41.0,9.0,0.6399999872000003,0.04629629625342935,35.84848484848485,0.3026204564666103,14.460442121980586,35.84848484848485,358.0,1183.0,1.860524091293322,13.0,5.140321217244294
https://insights.blackcoffer.com/how-does-marketing-influence-businesses-and-consumers/,70.0,5.0,0.8666666551111113,0.043252595130765514,25.904109589041095,0.26652564780539395,10.468254094738597,25.904109589041095,504.0,1891.0,1.802221047065045,45.0,4.9925965097831835
https://insights.blackcoffer.com/how-advertisement-increase-your-market-value/,8.0,0.0,0.9999998750000157,0.014311270099622056,24.12,0.19734660033167495,9.726938640132671,24.12,119.0,603.0,1.6069651741293531,6.0,4.585406301824213
https://insights.blackcoffer.com/negative-effects-of-marketing-on-society/,27.0,45.0,-0.24999999652777782,0.0696999031271056,27.951219512195124,0.3106457242582897,11.304746094581366,27.951219512195124,356.0,1146.0,1.887434554973822,5.0,5.0907504363001745
https://insights.blackcoffer.com/how-advertisement-marketing-affects-business/,15.0,8.0,0.3043478128544429,0.054631828848855514,19.956521739130434,0.2178649237472767,8.069754665151086,19.956521739130434,100.0,459.0,1.6775599128540306,8.0,4.655773420479303
https://insights.blackcoffer.com/rising-it-cities-will-impact-the-economy-environment-infrastructure-and-city-life-by-the-year-2035/,44.0,14.0,0.5172413703923902,0.041756659437180224,27.381818181818183,0.2250996015936255,11.042767113364725,27.381818181818183,339.0,1506.0,1.7118193891102258,32.0,4.669322709163347
https://insights.blackcoffer.com/rise-of-ott-platform-and-its-impact-on-entertainment-industry-by-the-year-2030/,24.0,3.0,0.7777777489711944,0.04728546401526188,38.8125,0.2721417069243156,15.633856682769727,38.8125,169.0,621.0,1.7085346215780999,19.0,4.887278582930757
https://insights.blackcoffer.com/rise-of-electric-vehicles-and-its-impact-on-livelihood-by-2040/,22.0,11.0,0.33333332323232356,0.02997275201637352,54.904761904761905,0.17519514310494363,22.03198281914674,54.904761904761905,202.0,1153.0,1.5212489158716391,38.0,4.416305290546401
https://insights.blackcoffer.com/rise-of-electric-vehicle-and-its-impact-on-livelihood-by-the-year-2040/,29.0,14.0,0.3488372011898325,0.04761904756631335,28.571428571428573,0.236,11.52297142857143,28.571428571428573,236.0,1000.0,1.694,14.0,4.777
https://insights.blackcoffer.com/oil-prices-by-the-year-2040-and-how-it-will-impact-the-world-economy/,39.0,25.0,0.21874999658203131,0.04661325561062399,29.959183673469386,0.1846049046321526,12.057515431240617,29.959183673469386,271.0,1468.0,1.5647138964577656,17.0,4.314713896457766
https://insights.blackcoffer.com/an-outlook-of-healthcare-by-the-year-2040-and-how-it-will-impact-human-lives/,37.0,25.0,0.19354838397502608,0.05386620325467749,38.71875,0.24616626311541565,15.585966505246166,38.71875,305.0,1239.0,1.7328490718321228,14.0,4.901533494753834
https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,74.0,31.0,0.4095238056235828,0.05820399109855654,37.0377358490566,0.3092205807437596,14.938782571920147,37.0377358490566,607.0,1963.0,1.9062659195109526,39.0,5.288843606724401
https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,67.0,36.0,0.3009708708643605,0.07137907132960562,23.852941176470587,0.19852034525277434,9.620584608689345,23.852941176470587,322.0,1622.0,1.561652281134402,37.0,4.355733662145499
https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,73.0,37.0,0.3272727242975207,0.06432748534249855,27.970149253731343,0.2849519743863394,11.302040491247073,27.970149253731343,534.0,1874.0,1.8527214514407684,31.0,5.025080042689434
https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,79.0,21.0,0.5799999942,0.06097560971891731,22.94871794871795,0.20670391061452514,9.26216874373299,22.94871794871795,370.0,1790.0,1.6184357541899441,74.0,4.532402234636871
https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,65.0,25.0,0.4444444395061729,0.0501113585467086,28.75,0.21534526854219949,11.58613810741688,28.75,421.0,1955.0,1.6639386189258312,36.0,4.6695652173913045
https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,53.0,21.0,0.43243242658875103,0.05576488315315381,30.479166666666668,0.21941216678058784,12.279431533378904,30.479166666666668,321.0,1463.0,1.656185919343814,17.0,4.585099111414901
https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,27.0,12.0,0.384615374753452,0.05193075891886716,20.317073170731707,0.21728691476590636,8.213744034199046,20.317073170731707,181.0,833.0,1.6458583433373348,14.0,4.608643457382954
https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,,,,,,,,,,,,,
https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,42.0,13.0,0.5272727176859506,0.07422402149227528,27.75862068965517,0.19875776397515527,11.182951381452131,27.75862068965517,160.0,805.0,1.6024844720496894,11.0,4.46832298136646
https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,77.0,39.0,0.32758620407253275,0.05287146761491729,35.044117647058826,0.2224087284934956,14.10661055022093,35.044117647058826,530.0,2383.0,1.6747796894670584,87.0,4.570709190096517
https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,59.0,60.0,-0.008403361273921333,0.05793573512271873,26.908045977011493,0.21956428876548484,10.851044106310793,26.908045977011493,514.0,2341.0,1.618966253737719,32.0,4.513882956001709
https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,44.0,20.0,0.3749999941406251,0.054468085060027156,31.65,0.292259083728278,12.776903633491312,31.65,370.0,1266.0,1.9502369668246446,15.0,5.2788309636650865
https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,41.0,26.0,0.22388059367342397,0.05275590547027094,21.796875,0.22365591397849463,8.808212365591398,21.796875,312.0,1395.0,1.625089605734767,38.0,4.566308243727598
https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,68.0,23.0,0.49450548907136826,0.053592461688108085,53.90909090909091,0.21585160202360876,21.64997700444581,53.90909090909091,384.0,1779.0,1.715008431703204,55.0,4.744800449690837
https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,76.0,22.0,0.5510204025406081,0.05921450147479486,34.44230769230769,0.23897264098269122,13.872512133316153,34.44230769230769,428.0,1791.0,1.725851479620324,63.0,4.806253489670575
https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,27.0,0.0,0.9999999629629643,0.05357142846513605,32.588235294117645,0.2779783393501805,13.146485453387129,32.588235294117645,154.0,554.0,1.864620938628159,11.0,5.064981949458484
https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,100.0,39.0,0.4388489177061229,0.07445099085460578,270.14285714285717,0.2168164992067689,108.14386945682557,270.14285714285717,410.0,1891.0,1.7102062400846114,32.0,4.607086197778953
https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,30.0,0.0,0.9999999666666678,0.03232758617206079,30.87878787878788,0.2787046123650638,12.462996996461179,30.87878787878788,284.0,1019.0,1.8370951913640825,11.0,4.990186457311089
https://insights.blackcoffer.com/evolution-of-advertising-industry/,15.0,6.0,0.4285714081632663,0.029787234000301796,37.0,0.2908622908622909,14.916344916344919,37.0,226.0,777.0,1.8687258687258688,4.0,5.229086229086229
https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,5.0,3.0,0.24999996875000394,0.026315789387119114,326.0,0.2822085889570552,130.51288343558284,326.0,92.0,326.0,1.8711656441717792,6.0,5.340490797546012
https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,,,,,,,,,,,,,
https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,35.0,67.0,-0.3137254871203384,0.07369942191206688,35.73809523809524,0.24250499666888742,14.39224009390565,35.73809523809524,364.0,1501.0,1.759493670886076,10.0,4.7894736842105265
https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,21.0,15.0,0.16666666203703717,0.049723756837398124,34.34782608695652,0.21012658227848102,13.823181067694003,34.34782608695652,166.0,790.0,1.6215189873417721,22.0,4.648101265822785
https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,68.0,37.0,0.2952380924263039,0.053790983579000515,24.431818181818183,0.20046511627906977,9.852913319238901,24.431818181818183,431.0,2150.0,1.6381395348837209,35.0,4.486511627906976
https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,50.0,3.0,0.886792436098256,0.08030303018135905,25.928571428571427,0.2630853994490358,10.476662731208187,25.928571428571427,191.0,726.0,1.741046831955923,11.0,4.87465564738292
https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,8.0,1.0,0.7777776913580343,0.023498694455616986,31.846153846153847,0.20772946859903382,12.821553325901153,31.846153846153847,86.0,414.0,1.7318840579710144,3.0,4.647342995169082
https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,31.0,8.0,0.5897435746219597,0.034180543353040715,47.23076923076923,0.2288273615635179,18.9838386369331,47.23076923076923,281.0,1228.0,1.6465798045602607,27.0,4.625407166123779
https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,23.0,8.0,0.4838709521331951,0.05032467524297942,51.07692307692308,0.27259036144578314,20.539805375347548,51.07692307692308,181.0,664.0,1.8885542168674698,16.0,5.201807228915663
https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,19.0,7.0,0.4615384437869829,0.0668380461006734,18.695652173913043,0.2186046511627907,7.565702730030335,18.695652173913043,94.0,430.0,1.7674418604651163,6.0,4.755813953488372
https://insights.blackcoffer.com/how-we-forecast-future-technologies/,6.0,0.0,0.9999998333333611,0.03703703680841335,19.77777777777778,0.24719101123595505,8.009987515605493,19.77777777777778,44.0,178.0,1.7415730337078652,7.0,5.03932584269663
https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,27.0,36.0,-0.1428571405895692,0.07403055220442943,17.236363636363638,0.16350210970464135,6.959946298427312,17.236363636363638,155.0,948.0,1.5263713080168777,11.0,4.1645569620253164
https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,10.0,2.0,0.6666666111111158,0.0674157299583386,32.5,0.20512820512820512,13.082051282051282,32.5,40.0,195.0,1.676923076923077,4.0,4.507692307692308
https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,50.0,17.0,0.4925373060815328,0.057908383701029915,35.083333333333336,0.31274742676167855,14.158432304038008,35.083333333333336,395.0,1263.0,1.9635787806809184,20.0,5.315122723673793
https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,14.0,17.0,-0.09677419042663901,0.057090239305542835,31.105263157894736,0.24027072758037224,12.538213554190044,31.105263157894736,142.0,591.0,1.6514382402707275,10.0,4.6514382402707275
https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,23.0,36.0,-0.22033897931628849,0.055037313381495034,24.361702127659573,0.2017467248908297,9.825379541020162,24.361702127659573,231.0,1145.0,1.6602620087336244,11.0,4.558951965065503
https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,30.0,45.0,-0.19999999733333337,0.04283266702293965,38.44,0.2570239334027055,15.478809573361083,38.44,494.0,1922.0,1.8069719042663892,16.0,4.927679500520291
https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,55.0,23.0,0.4102564049967128,0.04439385313352655,41.37777777777778,0.18904403866809882,16.626728726578353,41.37777777777778,352.0,1862.0,1.6616541353383458,13.0,4.546186895810956
https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,46.0,25.0,0.2957746437214839,0.048266485351280426,23.571428571428573,0.19393939393939394,9.506147186147187,23.571428571428573,320.0,1650.0,1.5787878787878789,15.0,4.3969696969696965
https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,26.0,5.0,0.677419332986473,0.0348706411306292,18.41509433962264,0.1915983606557377,7.442677080111352,18.41509433962264,187.0,976.0,1.5297131147540983,10.0,4.25
https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,50.0,8.0,0.7241379185493463,0.03916272786011969,25.951612903225808,0.1783716594157862,10.451993825056638,25.951612903225808,287.0,1609.0,1.4841516469857055,14.0,4.114978247358608
https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,34.0,6.0,0.6999999825000005,0.08281573481818688,37.357142857142854,0.2179732313575526,15.030046435400164,37.357142857142854,114.0,523.0,1.6596558317399617,3.0,4.2963671128107075
https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,48.0,14.0,0.5483870879292405,0.03829524395411041,41.785714285714285,0.2564102564102564,16.816849816849818,41.785714285714285,450.0,1755.0,1.7401709401709402,56.0,4.785754985754986
https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,31.0,65.0,-0.3541666629774306,0.09458128069499382,17.523076923076925,0.19666374012291485,7.087896265279936,17.523076923076925,224.0,1139.0,1.601404741000878,17.0,4.2783143107989465
https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,68.0,21.0,0.5280898817068552,0.07429048407822163,22.28813559322034,0.15133079847908745,8.97578655667977,22.28813559322034,199.0,1315.0,1.511787072243346,11.0,4.242585551330799
https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,27.0,38.0,-0.16923076662721898,0.0531045751200126,41.193548387096776,0.1793265465935787,16.549149973476144,41.193548387096776,229.0,1277.0,1.5833985904463586,30.0,4.718872357086923
https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,35.0,23.0,0.20689654815695607,0.03924221918860472,35.22222222222222,0.2391167192429022,14.18453557658605,35.22222222222222,379.0,1585.0,1.7501577287066246,18.0,4.851735015772871
https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,32.0,73.0,-0.39047618675736967,0.09859154920320042,17.82089552238806,0.20435510887772193,7.2101002525063125,17.82089552238806,244.0,1194.0,1.61892797319933,17.0,4.323283082077052
https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,51.0,29.0,0.27499999656250007,0.04941321800530375,38.08888888888889,0.19369894982497082,15.313035135485544,38.08888888888889,332.0,1714.0,1.5985997666277714,23.0,4.51166861143524
https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,24.0,12.0,0.33333332407407434,0.04591836728836943,39.95238095238095,0.2061978545887962,16.063431522787898,39.95238095238095,173.0,839.0,1.7175208581644816,11.0,4.817640047675805
https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,40.0,23.0,0.26984126555807514,0.051809210483709525,45.172413793103445,0.23206106870229007,18.161789944722297,45.172413793103445,304.0,1310.0,1.7732824427480915,17.0,5.0
https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,40.0,45.0,-0.05882352871972319,0.04873853208214533,39.851063829787236,0.23651895355045383,16.035033113335075,39.851063829787236,443.0,1873.0,1.7271756540309664,22.0,4.757074212493326
https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,34.0,11.0,0.5111110997530867,0.012434374133065937,24.006172839506174,0.1712522499357161,9.670970035776756,24.006172839506174,666.0,3889.0,1.4229879146310105,66.0,4.459244021599383
https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,36.0,45.0,-0.11111110973936902,0.04573687179800289,31.065573770491802,0.22005277044854882,12.514250616376142,31.065573770491802,417.0,1895.0,1.733509234828496,27.0,4.754089709762533
https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,29.0,61.0,-0.35555555160493835,0.05847953212574429,34.645833333333336,0.2994588093806374,13.97811685708559,34.645833333333336,498.0,1663.0,1.8634996993385449,25.0,5.098616957306073
https://insights.blackcoffer.com/human-rights-outlook/,4.0,3.0,0.1428571224489825,0.04320987627648225,44.25,0.2033898305084746,17.781355932203393,44.25,36.0,177.0,1.6723163841807909,2.0,4.570621468926554
https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,42.0,4.0,0.8260869385633275,0.04487804873670434,30.62162162162162,0.20388349514563106,12.330202046706901,30.62162162162162,231.0,1133.0,1.5542806707855252,8.0,4.320388349514563
https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,47.0,33.0,0.17499999781250003,0.04350190318461016,19.25,0.2022977022977023,7.780919080919081,19.25,405.0,2002.0,1.6753246753246753,22.0,4.585914085914086
https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,54.0,14.0,0.5882352854671282,0.037403740353463284,27.48611111111111,0.235977766548762,11.08883555106395,27.48611111111111,467.0,1979.0,1.659423951490652,24.0,4.6301162203132895
https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,36.0,32.0,0.05882352854671282,0.06337371848707016,32.5,0.21794871794871795,13.087179487179487,32.5,255.0,1170.0,1.6888888888888889,17.0,4.682905982905983
https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,19.0,44.0,-0.3968253905265811,0.03463441449442858,44.29545454545455,0.2314007183170857,17.810742105508652,44.29545454545455,451.0,1949.0,1.689584402257568,46.0,4.959466393022063
https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,19.0,40.0,-0.3559321973570814,0.06069958841491812,30.485714285714284,0.21743205248359887,12.281258535279154,30.485714285714284,232.0,1067.0,1.6813495782567947,11.0,4.677600749765698
https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,43.0,46.0,-0.03370786478979927,0.07295081961233539,19.676470588235293,0.2085201793721973,7.953996307042996,19.676470588235293,279.0,1338.0,1.6733931240657698,13.0,4.457399103139013
https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,29.0,27.0,0.03571428507653063,0.051048313535963244,38.666666666666664,0.2336206896551724,15.560114942528736,38.666666666666664,271.0,1160.0,1.7508620689655172,16.0,4.7732758620689655
https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,18.0,40.0,-0.3793103382877528,0.0458498023352966,50.2962962962963,0.25184094256259204,20.219254895543557,50.2962962962963,342.0,1358.0,1.7393225331369662,54.0,5.06480117820324
https://insights.blackcoffer.com/travel-and-tourism-outlook/,5.0,3.0,0.24999996875000394,0.043010752456931436,33.833333333333336,0.17733990147783252,13.604269293924467,33.833333333333336,36.0,203.0,1.541871921182266,2.0,4.310344827586207
https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,33.0,46.0,-0.16455695994231698,0.0668924639569073,24.037735849056602,0.18288854003139718,9.6882497556352,24.037735849056602,233.0,1274.0,1.5832025117739403,15.0,4.434065934065934
https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,11.0,24.0,-0.37142856081632686,0.05529225899637874,41.11764705882353,0.20028612303290416,16.527173272742573,41.11764705882353,140.0,699.0,1.580829756795422,15.0,4.652360515021459
https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,30.0,54.0,-0.2857142823129252,0.07381370819524279,26.755555555555556,0.23837209302325582,10.797571059431526,26.755555555555556,287.0,1204.0,1.7965116279069768,13.0,4.985880398671096
https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,31.0,33.0,-0.031249999511718758,0.05786618439614268,45.46153846153846,0.19543147208121828,18.26278797344787,45.46153846153846,231.0,1182.0,1.6175972927241962,11.0,4.4001692047377325
https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,6.0,3.0,0.33333329629630043,0.02307692301775148,46.77777777777778,0.27790973871733965,18.822275006598048,46.77777777777778,117.0,421.0,1.7814726840855106,24.0,5.239904988123516
https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,24.0,2.0,0.8461538136094686,0.041867954844012956,31.80952380952381,0.1631736526946108,12.789078984887368,31.80952380952381,109.0,668.0,1.4970059880239521,19.0,4.441616766467066
https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,34.0,52.0,-0.2093023231476474,0.08044901769836386,61.0,0.2459016393442623,24.498360655737706,61.0,285.0,1159.0,1.7480586712683348,13.0,4.906816220880069
